Employee_ID,Date,Shift,Check_In,Check_Out,Hours_Worked,OT_Hours,Status
Emp_030,2024-02-04,Late,,,0.0,0.0,Weekend
Emp_030,2024-02-05,Late,2024-02-05 11:09:00,2024-02-05 19:15:00,8.1,0.1,Work
Emp_030,2024-02-06,Late,2024-02-06 11:05:00,2024-02-06 18:56:00,7.85,0.0,Work
Emp_030,2024-02-07,Late,2024-02-07 10:45:00,2024-02-07 20:40:17,9.92,1.92,Work
Emp_030,2024-02-08,Late,2024-02-08 11:08:00,2024-02-08 21:28:38,10.34,2.34,Work
Emp_030,2024-02-09,Late,2024-02-09 11:07:00,2024-02-09 19:07:00,8.0,0.0,Work
Emp_030,2024-02-10,Late,,,0.0,0.0,Weekend
Emp_030,2024-02-11,Late,,,0.0,0.0,Weekend
Emp_030,2024-02-12,Late,2024-02-12 11:10:00,2024-02-12 19:21:00,8.18,0.18,Work
Emp_030,2024-02-13,Late,2024-02-13 10:51:00,2024-02-13 20:59:18,10.14,2.14,Work
Emp_030,2024-02-14,Late,2024-02-14 11:00:00,2024-02-14 18:53:00,7.88,0.0,Work
Emp_030,2024-02-15,Late,2024-02-15 10:57:00,2024-02-15 19:04:00,8.12,0.12,Work
Emp_030,2024-02-16,Late,2024-02-16 11:08:00,2024-02-16 18:54:00,7.77,0.0,Work
Emp_030,2024-02-17,Late,,,0.0,0.0,Weekend
Emp_030,2024-02-18,Late,,,0.0,0.0,Weekend
Emp_030,2024-02-19,Late,,,0.0,0.0,Holiday
Emp_030,2024-02-20,Late,2024-02-20 11:11:00,2024-02-20 19:03:00,7.87,0.0,Work
Emp_030,2024-02-21,Late,2024-02-21 11:04:00,2024-02-21 18:53:00,7.82,0.0,Work
Emp_030,2024-02-22,Late,2024-02-22 10:52:00,2024-02-22 18:50:00,7.97,0.0,Work
Emp_030,2024-02-23,Late,2024-02-23 10:57:00,2024-02-23 18:54:00,7.95,0.0,Work
Emp_030,2024-02-24,Late,,,0.0,0.0,Weekend
Emp_030,2024-02-25,Late,,,0.0,0.0,Weekend
Emp_030,2024-02-26,Late,2024-02-26 10:49:00,2024-02-26 21:11:49,10.38,2.38,Work
Emp_030,2024-02-27,Late,2024-02-27 10:59:00,2024-02-27 18:49:00,7.83,0.0,Work
Emp_030,2024-02-28,Late,2024-02-28 11:14:00,2024-02-28 19:03:00,7.82,0.0,Work
Emp_030,2024-02-29,Late,2024-02-29 11:06:00,2024-02-29 20:55:38,9.83,1.83,Work
Emp_030,2024-03-01,Late,2024-03-01 10:58:00,2024-03-01 20:51:09,9.89,1.89,Work
Emp_030,2024-03-02,Late,,,0.0,0.0,Weekend
Emp_030,2024-03-03,Late,,,0.0,0.0,Weekend
Emp_030,2024-03-04,Late,2024-03-04 11:12:00,2024-03-04 19:13:00,8.02,0.02,Work
Emp_030,2024-03-05,Late,2024-03-05 11:14:00,2024-03-05 19:18:00,8.07,0.07,Work
Emp_030,2024-03-06,Late,2024-03-06 11:00:00,2024-03-06 19:08:00,8.13,0.13,Work
Emp_030,2024-03-07,Late,,,0.0,0.0,Leave
Emp_030,2024-03-08,Late,2024-03-08 11:13:00,2024-03-08 19:23:00,8.17,0.17,Work
Emp_030,2024-03-09,Late,,,0.0,0.0,Weekend
Emp_030,2024-03-10,Late,,,0.0,0.0,Weekend
Emp_030,2024-03-11,Late,2024-03-11 10:59:00,2024-03-11 20:49:58,9.85,1.85,Work
Emp_030,2024-03-12,Late,2024-03-12 11:09:00,2024-03-12 19:08:00,7.98,0.0,Work
Emp_030,2024-03-13,Late,2024-03-13 11:10:00,2024-03-13 19:14:00,8.07,0.07,Work
Emp_030,2024-03-14,Late,2024-03-14 10:50:00,2024-03-14 18:59:00,8.15,0.15,Work
Emp_030,2024-03-15,Late,2024-03-15 11:02:00,2024-03-15 19:11:00,8.15,0.15,Work
Emp_030,2024-03-16,Late,,,0.0,0.0,Weekend
Emp_030,2024-03-17,Late,,,0.0,0.0,Weekend
Emp_030,2024-03-18,Late,2024-03-18 10:55:00,2024-03-18 19:04:00,8.15,0.15,Work
Emp_030,2024-03-19,Late,2024-03-19 11:12:00,2024-03-19 19:16:00,8.07,0.07,Work
Emp_030,2024-03-20,Late,2024-03-20 10:53:00,2024-03-20 19:06:00,8.22,0.22,Work
Emp_030,2024-03-21,Late,2024-03-21 10:58:00,2024-03-21 18:50:00,7.87,0.0,Work
Emp_030,2024-03-22,Late,2024-03-22 11:03:00,2024-03-22 20:20:16,9.29,1.29,Work
Emp_030,2024-03-23,Late,,,0.0,0.0,Weekend
Emp_030,2024-03-24,Late,,,0.0,0.0,Weekend
Emp_030,2024-03-25,Late,2024-03-25 11:11:00,2024-03-25 18:57:00,7.77,0.0,Work
Emp_030,2024-03-26,Late,,,0.0,0.0,Leave
Emp_030,2024-03-27,Late,2024-03-27 11:06:00,2024-03-27 19:04:00,7.97,0.0,Work
Emp_030,2024-03-28,Late,2024-03-28 11:06:00,2024-03-28 18:53:00,7.78,0.0,Work
Emp_030,2024-03-29,Late,2024-03-29 11:04:00,2024-03-29 19:00:00,7.93,0.0,Work
Emp_030,2024-03-30,Late,,,0.0,0.0,Weekend
Emp_030,2024-03-31,Late,,,0.0,0.0,Weekend
Emp_031,2024-01-01,Normal,,,0.0,0.0,Holiday
Emp_031,2024-01-02,Normal,2024-01-02 08:47:00,2024-01-02 16:49:00,8.03,0.03,Work
Emp_031,2024-01-03,Normal,2024-01-03 09:11:00,2024-01-03 20:03:05,10.87,2.87,Work
Emp_031,2024-01-04,Normal,2024-01-04 09:07:00,2024-01-04 17:02:00,7.92,0.0,Work
Emp_031,2024-01-05,Normal,2024-01-05 09:11:00,2024-01-05 17:10:00,7.98,0.0,Work
Emp_031,2024-01-06,Normal,,,0.0,0.0,Weekend
Emp_031,2024-01-07,Normal,,,0.0,0.0,Weekend
Emp_031,2024-01-08,Normal,2024-01-08 09:06:00,2024-01-08 16:58:00,7.87,0.0,Work
Emp_031,2024-01-09,Normal,2024-01-09 09:02:00,2024-01-09 17:05:00,8.05,0.05,Work
Emp_031,2024-01-10,Normal,2024-01-10 09:00:00,2024-01-10 17:02:00,8.03,0.03,Work
Emp_031,2024-01-11,Normal,2024-01-11 08:55:00,2024-01-11 16:56:00,8.02,0.02,Work
Emp_031,2024-01-12,Normal,2024-01-12 08:57:00,2024-01-12 16:55:00,7.97,0.0,Work
Emp_031,2024-01-13,Normal,,,0.0,0.0,Weekend
Emp_031,2024-01-14,Normal,,,0.0,0.0,Weekend
Emp_031,2024-01-15,Normal,,,0.0,0.0,Holiday
Emp_031,2024-01-16,Normal,2024-01-16 09:04:00,2024-01-16 17:13:00,8.15,0.15,Work
Emp_031,2024-01-17,Normal,2024-01-17 08:54:00,2024-01-17 17:08:00,8.23,0.23,Work
Emp_031,2024-01-18,Normal,2024-01-18 08:51:00,2024-01-18 16:46:00,7.92,0.0,Work
Emp_031,2024-01-19,Normal,,,0.0,0.0,Leave
Emp_031,2024-01-20,Normal,,,0.0,0.0,Weekend
Emp_031,2024-01-21,Normal,,,0.0,0.0,Weekend
Emp_031,2024-01-22,Normal,2024-01-22 08:57:00,2024-01-22 16:51:00,7.9,0.0,Work
Emp_031,2024-01-23,Normal,2024-01-23 09:08:00,2024-01-23 17:04:00,7.93,0.0,Work
Emp_031,2024-01-24,Normal,,,0.0,0.0,Leave
Emp_031,2024-01-25,Normal,2024-01-25 09:13:00,2024-01-25 17:10:00,7.95,0.0,Work
Emp_031,2024-01-26,Normal,2024-01-26 08:51:00,2024-01-26 16:46:00,7.92,0.0,Work
Emp_031,2024-01-27,Normal,,,0.0,0.0,Weekend
Emp_031,2024-01-28,Normal,,,0.0,0.0,Weekend
Emp_031,2024-01-29,Normal,2024-01-29 09:13:00,2024-01-29 18:20:59,9.13,1.13,Work
Emp_031,2024-01-30,Normal,2024-01-30 08:56:00,2024-01-30 16:47:00,7.85,0.0,Work
Emp_031,2024-01-31,Normal,2024-01-31 08:57:00,2024-01-31 16:50:00,7.88,0.0,Work
Emp_031,2024-02-01,Normal,2024-02-01 09:08:00,2024-02-01 17:18:00,8.17,0.17,Work
Emp_031,2024-02-02,Normal,2024-02-02 08:51:00,2024-02-02 16:46:00,7.92,0.0,Work
Emp_031,2024-02-03,Normal,,,0.0,0.0,Weekend
Emp_031,2024-02-04,Normal,,,0.0,0.0,Weekend
Emp_031,2024-02-05,Normal,2024-02-05 09:10:00,2024-02-05 17:19:00,8.15,0.15,Work
Emp_031,2024-02-06,Normal,2024-02-06 09:12:00,2024-02-06 17:05:00,7.88,0.0,Work
Emp_031,2024-02-07,Normal,2024-02-07 09:15:00,2024-02-07 17:05:00,7.83,0.0,Work
Emp_031,2024-02-08,Normal,2024-02-08 09:12:00,2024-02-08 16:57:00,7.75,0.0,Work
Emp_031,2024-02-09,Normal,2024-02-09 09:04:00,2024-02-09 16:51:00,7.78,0.0,Work
Emp_031,2024-02-10,Normal,,,0.0,0.0,Weekend
Emp_031,2024-02-11,Normal,,,0.0,0.0,Weekend
Emp_031,2024-02-12,Normal,2024-02-12 09:07:00,2024-02-12 18:40:59,9.57,1.57,Work
Emp_031,2024-02-13,Normal,2024-02-13 09:01:00,2024-02-13 17:10:00,8.15,0.15,Work
Emp_031,2024-02-14,Normal,2024-02-14 09:06:00,2024-02-14 18:48:44,9.71,1.71,Work
Emp_031,2024-02-15,Normal,2024-02-15 08:57:00,2024-02-15 17:04:00,8.12,0.12,Work
Emp_031,2024-02-16,Normal,2024-02-16 09:07:00,2024-02-16 16:52:00,7.75,0.0,Work
Emp_031,2024-02-17,Normal,2024-02-17 08:48:00,2024-02-17 12:48:00,4.0,4.0,Weekend OT
Emp_031,2024-02-18,Normal,,,0.0,0.0,Weekend
Emp_031,2024-02-19,Normal,,,0.0,0.0,Holiday
Emp_031,2024-02-20,Normal,2024-02-20 08:58:00,2024-02-20 17:02:00,8.07,0.07,Work
Emp_031,2024-02-21,Normal,2024-02-21 08:52:00,2024-02-21 17:01:00,8.15,0.15,Work
Emp_031,2024-02-22,Normal,2024-02-22 08:46:00,2024-02-22 16:58:00,8.2,0.2,Work
Emp_031,2024-02-23,Normal,2024-02-23 09:06:00,2024-02-23 17:17:00,8.18,0.18,Work
Emp_031,2024-02-24,Normal,,,0.0,0.0,Weekend
Emp_031,2024-02-25,Normal,,,0.0,0.0,Weekend
Emp_031,2024-02-26,Normal,2024-02-26 09:09:00,2024-02-26 17:17:00,8.13,0.13,Work
Emp_031,2024-02-27,Normal,2024-02-27 09:03:00,2024-02-27 17:17:00,8.23,0.23,Work
Emp_031,2024-02-28,Normal,2024-02-28 09:15:00,2024-02-28 18:45:14,9.5,1.5,Work
Emp_031,2024-02-29,Normal,2024-02-29 09:01:00,2024-02-29 17:06:00,8.08,0.08,Work
Emp_031,2024-03-01,Normal,2024-03-01 09:04:00,2024-03-01 17:13:00,8.15,0.15,Work
Emp_031,2024-03-02,Normal,,,0.0,0.0,Weekend
Emp_031,2024-03-03,Normal,,,0.0,0.0,Weekend
Emp_031,2024-03-04,Normal,2024-03-04 08:50:00,2024-03-04 16:46:00,7.93,0.0,Work
Emp_031,2024-03-05,Normal,2024-03-05 09:07:00,2024-03-05 19:19:39,10.21,2.21,Work
Emp_031,2024-03-06,Normal,2024-03-06 08:45:00,2024-03-06 19:12:25,10.46,2.46,Work
Emp_031,2024-03-07,Normal,2024-03-07 09:13:00,2024-03-07 17:05:00,7.87,0.0,Work
Emp_031,2024-03-08,Normal,2024-03-08 09:00:00,2024-03-08 16:50:00,7.83,0.0,Work
Emp_031,2024-03-09,Normal,,,0.0,0.0,Weekend
Emp_031,2024-03-10,Normal,,,0.0,0.0,Weekend
Emp_031,2024-03-11,Normal,2024-03-11 08:48:00,2024-03-11 16:38:00,7.83,0.0,Work
Emp_031,2024-03-12,Normal,2024-03-12 08:54:00,2024-03-12 16:45:00,7.85,0.0,Work
Emp_031,2024-03-13,Normal,2024-03-13 09:04:00,2024-03-13 17:01:00,7.95,0.0,Work
Emp_031,2024-03-14,Normal,2024-03-14 09:10:00,2024-03-14 19:04:46,9.91,1.91,Work
Emp_031,2024-03-15,Normal,2024-03-15 09:13:00,2024-03-15 19:06:58,9.9,1.9,Work
Emp_031,2024-03-16,Normal,,,0.0,0.0,Weekend
Emp_031,2024-03-17,Normal,,,0.0,0.0,Weekend
Emp_031,2024-03-18,Normal,2024-03-18 08:47:00,2024-03-18 18:46:42,10.0,2.0,Work
Emp_031,2024-03-19,Normal,2024-03-19 09:12:00,2024-03-19 17:11:00,7.98,0.0,Work
Emp_031,2024-03-20,Normal,2024-03-20 09:02:00,2024-03-20 19:45:47,10.73,2.73,Work
Emp_031,2024-03-21,Normal,2024-03-21 09:08:00,2024-03-21 17:12:00,8.07,0.07,Work
Emp_031,2024-03-22,Normal,2024-03-22 09:10:00,2024-03-22 18:17:52,9.13,1.13,Work
Emp_031,2024-03-23,Normal,,,0.0,0.0,Weekend
Emp_031,2024-03-24,Normal,,,0.0,0.0,Weekend
Emp_031,2024-03-25,Normal,2024-03-25 09:03:00,2024-03-25 17:07:00,8.07,0.07,Work
Emp_031,2024-03-26,Normal,2024-03-26 09:05:00,2024-03-26 17:20:00,8.25,0.25,Work
Emp_031,2024-03-27,Normal,2024-03-27 09:04:00,2024-03-27 18:19:38,9.26,1.26,Work
Emp_031,2024-03-28,Normal,2024-03-28 08:58:00,2024-03-28 16:53:00,7.92,0.0,Work
Emp_031,2024-03-29,Normal,2024-03-29 09:15:00,2024-03-29 17:15:00,8.0,0.0,Work
Emp_031,2024-03-30,Normal,,,0.0,0.0,Weekend
Emp_031,2024-03-31,Normal,,,0.0,0.0,Weekend
Emp_032,2024-01-01,Early,,,0.0,0.0,Holiday
Emp_032,2024-01-02,Early,2024-01-02 07:00:00,2024-01-02 14:45:00,7.75,0.0,Work
Emp_032,2024-01-03,Early,2024-01-03 07:03:00,2024-01-03 17:05:02,10.03,2.03,Work
Emp_032,2024-01-04,Early,2024-01-04 07:06:00,2024-01-04 15:18:00,8.2,0.2,Work
Emp_032,2024-01-05,Early,2024-01-05 06:47:00,2024-01-05 17:21:48,10.58,2.58,Work
Emp_032,2024-01-06,Early,,,0.0,0.0,Weekend
Emp_032,2024-01-07,Early,,,0.0,0.0,Weekend
Emp_032,2024-01-08,Early,2024-01-08 06:54:00,2024-01-08 14:57:00,8.05,0.05,Work
Emp_032,2024-01-09,Early,2024-01-09 07:13:00,2024-01-09 14:59:00,7.77,0.0,Work
Emp_032,2024-01-10,Early,2024-01-10 07:08:00,2024-01-10 15:12:00,8.07,0.07,Work
Emp_032,2024-01-11,Early,2024-01-11 07:06:00,2024-01-11 15:07:00,8.02,0.02,Work
Emp_032,2024-01-12,Early,2024-01-12 07:04:00,2024-01-12 14:52:00,7.8,0.0,Work
Emp_032,2024-01-13,Early,,,0.0,0.0,Weekend
Emp_032,2024-01-14,Early,,,0.0,0.0,Weekend
Emp_032,2024-01-15,Early,,,0.0,0.0,Holiday
Emp_032,2024-01-16,Early,2024-01-16 07:06:00,2024-01-16 15:00:00,7.9,0.0,Work
Emp_032,2024-01-17,Early,2024-01-17 06:53:00,2024-01-17 17:17:38,10.41,2.41,Work
Emp_032,2024-01-18,Early,2024-01-18 07:00:00,2024-01-18 14:45:00,7.75,0.0,Work
Emp_032,2024-01-19,Early,2024-01-19 06:51:00,2024-01-19 14:40:00,7.82,0.0,Work
Emp_032,2024-01-20,Early,2024-01-20 07:10:00,2024-01-20 11:10:00,4.0,4.0,Weekend OT
Emp_032,2024-01-21,Early,,,0.0,0.0,Weekend
Emp_032,2024-01-22,Early,,,0.0,0.0,Leave
Emp_032,2024-01-23,Early,2024-01-23 06:46:00,2024-01-23 14:50:00,8.07,0.07,Work
Emp_032,2024-01-24,Early,,,0.0,0.0,Leave
Emp_032,2024-01-25,Early,,,0.0,0.0,Leave
Emp_032,2024-01-26,Early,2024-01-26 07:08:00,2024-01-26 17:15:34,10.13,2.13,Work
Emp_032,2024-01-27,Early,,,0.0,0.0,Weekend
Emp_032,2024-01-28,Early,2024-01-28 07:11:00,2024-01-28 11:11:00,4.0,4.0,Weekend OT
Emp_032,2024-01-29,Early,2024-01-29 07:00:00,2024-01-29 16:13:35,9.23,1.23,Work
Emp_032,2024-01-30,Early,2024-01-30 07:09:00,2024-01-30 15:03:00,7.9,0.0,Work
Emp_032,2024-01-31,Early,2024-01-31 07:05:00,2024-01-31 15:04:00,7.98,0.0,Work
Emp_032,2024-02-01,Early,2024-02-01 07:09:00,2024-02-01 15:19:00,8.17,0.17,Work
Emp_032,2024-02-02,Early,2024-02-02 06:53:00,2024-02-02 15:01:00,8.13,0.13,Work
Emp_032,2024-02-03,Early,2024-02-03 07:09:00,2024-02-03 11:09:00,4.0,4.0,Weekend OT
Emp_032,2024-02-04,Early,,,0.0,0.0,Weekend
Emp_032,2024-02-05,Early,2024-02-05 06:46:00,2024-02-05 14:58:00,8.2,0.2,Work
Emp_032,2024-02-06,Early,2024-02-06 06:45:00,2024-02-06 16:04:41,9.33,1.33,Work
Emp_032,2024-02-07,Early,2024-02-07 06:53:00,2024-02-07 15:03:00,8.17,0.17,Work
Emp_032,2024-02-08,Early,2024-02-08 06:48:00,2024-02-08 14:40:00,7.87,0.0,Work
Emp_032,2024-02-09,Early,2024-02-09 07:00:00,2024-02-09 14:48:00,7.8,0.0,Work
Emp_032,2024-02-10,Early,,,0.0,0.0,Weekend
Emp_032,2024-02-11,Early,,,0.0,0.0,Weekend
Emp_032,2024-02-12,Early,2024-02-12 06:52:00,2024-02-12 15:53:48,9.03,1.03,Work
Emp_032,2024-02-13,Early,2024-02-13 06:54:00,2024-02-13 16:36:36,9.71,1.71,Work
Emp_032,2024-02-14,Early,2024-02-14 06:45:00,2024-02-14 14:57:00,8.2,0.2,Work
Emp_032,2024-02-15,Early,2024-02-15 06:54:00,2024-02-15 14:40:00,7.77,0.0,Work
Emp_032,2024-02-16,Early,2024-02-16 07:00:00,2024-02-16 14:51:00,7.85,0.0,Work
Emp_032,2024-02-17,Early,,,0.0,0.0,Weekend
Emp_032,2024-02-18,Early,,,0.0,0.0,Weekend
Emp_032,2024-02-19,Early,,,0.0,0.0,Holiday
Emp_032,2024-02-20,Early,2024-02-20 06:45:00,2024-02-20 14:44:00,7.98,0.0,Work
Emp_032,2024-02-21,Early,2024-02-21 07:15:00,2024-02-21 15:12:00,7.95,0.0,Work
Emp_032,2024-02-22,Early,2024-02-22 07:01:00,2024-02-22 17:10:34,10.16,2.16,Work
Emp_032,2024-02-23,Early,2024-02-23 06:47:00,2024-02-23 15:02:00,8.25,0.25,Work
Emp_032,2024-02-24,Early,,,0.0,0.0,Weekend
Emp_032,2024-02-25,Early,,,0.0,0.0,Weekend
Emp_032,2024-02-26,Early,2024-02-26 06:57:00,2024-02-26 14:46:00,7.82,0.0,Work
Emp_032,2024-02-27,Early,2024-02-27 07:15:00,2024-02-27 17:50:27,10.59,2.59,Work
Emp_032,2024-02-28,Early,2024-02-28 06:49:00,2024-02-28 16:53:15,10.07,2.07,Work
Emp_032,2024-02-29,Early,2024-02-29 06:47:00,2024-02-29 14:54:00,8.12,0.12,Work
Emp_032,2024-03-01,Early,2024-03-01 06:46:00,2024-03-01 15:00:00,8.23,0.23,Work
Emp_032,2024-03-02,Early,,,0.0,0.0,Weekend
Emp_032,2024-03-03,Early,,,0.0,0.0,Weekend
Emp_032,2024-03-04,Early,2024-03-04 06:54:00,2024-03-04 17:49:27,10.92,2.92,Work
Emp_032,2024-03-05,Early,2024-03-05 07:02:00,2024-03-05 17:03:22,10.02,2.02,Work
Emp_032,2024-03-06,Early,2024-03-06 06:58:00,2024-03-06 15:01:00,8.05,0.05,Work
Emp_032,2024-03-07,Early,2024-03-07 07:11:00,2024-03-07 15:06:00,7.92,0.0,Work
Emp_032,2024-03-08,Early,2024-03-08 07:05:00,2024-03-08 15:07:00,8.03,0.03,Work
Emp_032,2024-03-09,Early,,,0.0,0.0,Weekend
Emp_032,2024-03-10,Early,2024-03-10 06:53:00,2024-03-10 10:53:00,4.0,4.0,Weekend OT
Emp_032,2024-03-11,Early,2024-03-11 07:15:00,2024-03-11 15:03:00,7.8,0.0,Work
Emp_032,2024-03-12,Early,2024-03-12 06:50:00,2024-03-12 16:17:12,9.45,1.45,Work
Emp_032,2024-03-13,Early,2024-03-13 07:01:00,2024-03-13 15:04:00,8.05,0.05,Work
Emp_032,2024-03-14,Early,,,0.0,0.0,Leave
Emp_032,2024-03-15,Early,2024-03-15 06:55:00,2024-03-15 15:04:00,8.15,0.15,Work
Emp_032,2024-03-16,Early,,,0.0,0.0,Weekend
Emp_032,2024-03-17,Early,,,0.0,0.0,Weekend
Emp_032,2024-03-18,Early,2024-03-18 07:06:00,2024-03-18 15:21:00,8.25,0.25,Work
Emp_032,2024-03-19,Early,2024-03-19 06:53:00,2024-03-19 14:52:00,7.98,0.0,Work
Emp_032,2024-03-20,Early,2024-03-20 06:46:00,2024-03-20 14:39:00,7.88,0.0,Work
Emp_032,2024-03-21,Early,2024-03-21 06:47:00,2024-03-21 15:02:00,8.25,0.25,Work
Emp_032,2024-03-22,Early,2024-03-22 07:06:00,2024-03-22 15:17:00,8.18,0.18,Work
Emp_032,2024-03-23,Early,,,0.0,0.0,Weekend
Emp_032,2024-03-24,Early,,,0.0,0.0,Weekend
Emp_032,2024-03-25,Early,2024-03-25 06:52:00,2024-03-25 14:41:00,7.82,0.0,Work
Emp_032,2024-03-26,Early,2024-03-26 06:53:00,2024-03-26 16:57:16,10.07,2.07,Work
Emp_032,2024-03-27,Early,2024-03-27 06:59:00,2024-03-27 14:49:00,7.83,0.0,Work
Emp_032,2024-03-28,Early,2024-03-28 07:01:00,2024-03-28 17:02:11,10.02,2.02,Work
Emp_032,2024-03-29,Early,2024-03-29 06:47:00,2024-03-29 14:51:00,8.07,0.07,Work
Emp_032,2024-03-30,Early,,,0.0,0.0,Weekend
Emp_032,2024-03-31,Early,,,0.0,0.0,Weekend
Emp_033,2024-01-01,Normal,,,0.0,0.0,Holiday
Emp_033,2024-01-02,Normal,2024-01-02 09:10:00,2024-01-02 19:46:11,10.6,2.6,Work
Emp_033,2024-01-03,Normal,2024-01-03 09:09:00,2024-01-03 17:12:00,8.05,0.05,Work
Emp_033,2024-01-04,Normal,2024-01-04 08:52:00,2024-01-04 16:39:00,7.78,0.0,Work
Emp_033,2024-01-05,Normal,2024-01-05 09:06:00,2024-01-05 17:07:00,8.02,0.02,Work
Emp_033,2024-01-06,Normal,,,0.0,0.0,Weekend
Emp_033,2024-01-07,Normal,,,0.0,0.0,Weekend
Emp_033,2024-01-08,Normal,2024-01-08 08:56:00,2024-01-08 16:51:00,7.92,0.0,Work
Emp_033,2024-01-09,Normal,2024-01-09 09:05:00,2024-01-09 17:00:00,7.92,0.0,Work
Emp_033,2024-01-10,Normal,2024-01-10 08:48:00,2024-01-10 16:40:00,7.87,0.0,Work
Emp_033,2024-01-11,Normal,2024-01-11 09:14:00,2024-01-11 17:14:00,8.0,0.0,Work
Emp_033,2024-01-12,Normal,2024-01-12 09:04:00,2024-01-12 16:52:00,7.8,0.0,Work
Emp_033,2024-01-13,Normal,,,0.0,0.0,Weekend
Emp_033,2024-01-14,Normal,,,0.0,0.0,Weekend
Emp_033,2024-01-15,Normal,,,0.0,0.0,Holiday
Emp_033,2024-01-16,Normal,2024-01-16 08:53:00,2024-01-16 17:03:00,8.17,0.17,Work
Emp_033,2024-01-17,Normal,2024-01-17 08:57:00,2024-01-17 17:07:00,8.17,0.17,Work
Emp_033,2024-01-18,Normal,2024-01-18 09:03:00,2024-01-18 17:00:00,7.95,0.0,Work
Emp_033,2024-01-19,Normal,2024-01-19 09:05:00,2024-01-19 17:19:00,8.23,0.23,Work
Emp_033,2024-01-20,Normal,,,0.0,0.0,Weekend
Emp_033,2024-01-21,Normal,,,0.0,0.0,Weekend
Emp_033,2024-01-22,Normal,2024-01-22 09:13:00,2024-01-22 18:21:41,9.14,1.14,Work
Emp_033,2024-01-23,Normal,2024-01-23 09:08:00,2024-01-23 18:35:26,9.46,1.46,Work
Emp_033,2024-01-24,Normal,2024-01-24 09:00:00,2024-01-24 17:01:00,8.02,0.02,Work
Emp_033,2024-01-25,Normal,2024-01-25 08:52:00,2024-01-25 18:48:10,9.94,1.94,Work
Emp_033,2024-01-26,Normal,2024-01-26 08:58:00,2024-01-26 17:03:00,8.08,0.08,Work
Emp_033,2024-01-27,Normal,,,0.0,0.0,Weekend
Emp_033,2024-01-28,Normal,,,0.0,0.0,Weekend
Emp_033,2024-01-29,Normal,2024-01-29 09:06:00,2024-01-29 17:17:00,8.18,0.18,Work
Emp_033,2024-01-30,Normal,2024-01-30 09:02:00,2024-01-30 17:16:00,8.23,0.23,Work
Emp_033,2024-01-31,Normal,2024-01-31 09:14:00,2024-01-31 17:28:00,8.23,0.23,Work
Emp_033,2024-02-01,Normal,2024-02-01 08:59:00,2024-02-01 19:11:12,10.2,2.2,Work
Emp_033,2024-02-02,Normal,2024-02-02 09:08:00,2024-02-02 17:04:00,7.93,0.0,Work
Emp_033,2024-02-03,Normal,,,0.0,0.0,Weekend
Emp_033,2024-02-04,Normal,,,0.0,0.0,Weekend
Emp_033,2024-02-05,Normal,2024-02-05 09:06:00,2024-02-05 19:26:40,10.34,2.34,Work
Emp_033,2024-02-06,Normal,2024-02-06 08:45:00,2024-02-06 16:43:00,7.97,0.0,Work
Emp_033,2024-02-07,Normal,2024-02-07 09:09:00,2024-02-07 17:16:00,8.12,0.12,Work
Emp_033,2024-02-08,Normal,,,0.0,0.0,Leave
Emp_033,2024-02-09,Normal,2024-02-09 09:06:00,2024-02-09 19:59:37,10.89,2.89,Work
Emp_033,2024-02-10,Normal,,,0.0,0.0,Weekend
Emp_033,2024-02-11,Normal,,,0.0,0.0,Weekend
Emp_033,2024-02-12,Normal,2024-02-12 08:58:00,2024-02-12 16:57:00,7.98,0.0,Work
Emp_033,2024-02-13,Normal,2024-02-13 08:47:00,2024-02-13 16:38:00,7.85,0.0,Work
Emp_033,2024-02-14,Normal,2024-02-14 09:11:00,2024-02-14 17:06:00,7.92,0.0,Work
Emp_033,2024-02-15,Normal,2024-02-15 08:51:00,2024-02-15 16:59:00,8.13,0.13,Work
Emp_033,2024-02-16,Normal,2024-02-16 08:47:00,2024-02-16 16:54:00,8.12,0.12,Work
Emp_033,2024-02-17,Normal,,,0.0,0.0,Weekend
Emp_033,2024-02-18,Normal,,,0.0,0.0,Weekend
Emp_033,2024-02-19,Normal,,,0.0,0.0,Holiday
Emp_033,2024-02-20,Normal,2024-02-20 09:10:00,2024-02-20 19:22:47,10.21,2.21,Work
Emp_033,2024-02-21,Normal,2024-02-21 09:11:00,2024-02-21 17:04:00,7.88,0.0,Work
Emp_033,2024-02-22,Normal,2024-02-22 09:11:00,2024-02-22 17:15:00,8.07,0.07,Work
Emp_033,2024-02-23,Normal,2024-02-23 08:48:00,2024-02-23 17:03:00,8.25,0.25,Work
Emp_033,2024-02-24,Normal,,,0.0,0.0,Weekend
Emp_033,2024-02-25,Normal,,,0.0,0.0,Weekend
Emp_033,2024-02-26,Normal,2024-02-26 08:59:00,2024-02-26 19:57:07,10.97,2.97,Work
Emp_033,2024-02-27,Normal,2024-02-27 08:48:00,2024-02-27 19:25:03,10.62,2.62,Work
Emp_033,2024-02-28,Normal,2024-02-28 09:14:00,2024-02-28 17:10:00,7.93,0.0,Work
Emp_033,2024-02-29,Normal,2024-02-29 09:14:00,2024-02-29 17:10:00,7.93,0.0,Work
Emp_033,2024-03-01,Normal,2024-03-01 09:15:00,2024-03-01 17:11:00,7.93,0.0,Work
Emp_033,2024-03-02,Normal,,,0.0,0.0,Weekend
Emp_033,2024-03-03,Normal,,,0.0,0.0,Weekend
